run_id,model_id,model_variant,task,wan_task,modality,setting,protocol,case_id,prompt,prompt_hash,method,method_family,sampler_mode,sample_solver,actual_nfe,sample_steps,base_sample_steps,sample_shift,split_pairs,sample_guide_scale,base_seed,size,frame_num,reference_method,reference_nfe,low_baseline_method,output_path,schedule_json_path,stdout_log_path,stderr_log_path,runtime_json_path,status,error_message,git_commit,dirty_status
p003_camera_movement_reference_uniform50,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p003_camera_movement,"A smooth forward camera move travels through a narrow greenhouse aisle, passing rows of leafy plants and glass panels.",d5318ea5c98da011,reference_uniform50,reference,uniform,unipc,50,50,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p003_camera_movement_reference_uniform50.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p003_camera_movement_reference_uniform50.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p003_camera_movement_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p003_camera_movement_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p003_camera_movement_reference_uniform50.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p003_camera_movement_bss10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p003_camera_movement,"A smooth forward camera move travels through a narrow greenhouse aisle, passing rows of leafy plants and glass panels.",d5318ea5c98da011,bss10,bss,bss,unipc,10,10,8,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p003_camera_movement_bss10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p003_camera_movement_bss10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p003_camera_movement_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p003_camera_movement_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p003_camera_movement_bss10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p003_camera_movement_bss20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p003_camera_movement,"A smooth forward camera move travels through a narrow greenhouse aisle, passing rows of leafy plants and glass panels.",d5318ea5c98da011,bss20,bss,bss,unipc,20,20,18,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p003_camera_movement_bss20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p003_camera_movement_bss20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p003_camera_movement_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p003_camera_movement_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p003_camera_movement_bss20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p003_camera_movement_bss30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p003_camera_movement,"A smooth forward camera move travels through a narrow greenhouse aisle, passing rows of leafy plants and glass panels.",d5318ea5c98da011,bss30,bss,bss,unipc,30,30,28,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p003_camera_movement_bss30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p003_camera_movement_bss30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p003_camera_movement_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p003_camera_movement_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p003_camera_movement_bss30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p003_camera_movement_bss40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p003_camera_movement,"A smooth forward camera move travels through a narrow greenhouse aisle, passing rows of leafy plants and glass panels.",d5318ea5c98da011,bss40,bss,bss,unipc,40,40,38,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p003_camera_movement_bss40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p003_camera_movement_bss40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p003_camera_movement_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p003_camera_movement_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p003_camera_movement_bss40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_uniform8,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,uniform8,uniform,uniform,unipc,8,8,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_uniform8.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_uniform8.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_uniform8.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_uniform10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,uniform10,uniform,uniform,unipc,10,10,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_uniform10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_uniform10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_uniform10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_uniform20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,uniform20,uniform,uniform,unipc,20,20,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_uniform20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_uniform20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_uniform20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_uniform30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,uniform30,uniform,uniform,unipc,30,30,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_uniform30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_uniform30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_uniform30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_uniform40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,uniform40,uniform,uniform,unipc,40,40,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_uniform40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_uniform40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_uniform40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_reference_uniform50,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,reference_uniform50,reference,uniform,unipc,50,50,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_reference_uniform50.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_reference_uniform50.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_reference_uniform50.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_bss10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,bss10,bss,bss,unipc,10,10,8,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_bss10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_bss10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_bss10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_bss20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,bss20,bss,bss,unipc,20,20,18,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_bss20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_bss20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_bss20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_bss30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,bss30,bss,bss,unipc,30,30,28,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_bss30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_bss30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_bss30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p004_lighting_heavy_bss40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p004_lighting_heavy,A glass prism on black velvet splits a bright beam of light into colored bands that shimmer across the surface.,56d0afbbb424d517,bss40,bss,bss,unipc,40,40,38,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p004_lighting_heavy_bss40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p004_lighting_heavy_bss40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p004_lighting_heavy_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p004_lighting_heavy_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p004_lighting_heavy_bss40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_uniform8,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,uniform8,uniform,uniform,unipc,8,8,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_uniform8.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_uniform8.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_uniform8.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_uniform10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,uniform10,uniform,uniform,unipc,10,10,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_uniform10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_uniform10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_uniform10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_uniform20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,uniform20,uniform,uniform,unipc,20,20,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_uniform20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_uniform20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_uniform20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_uniform30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,uniform30,uniform,uniform,unipc,30,30,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_uniform30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_uniform30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_uniform30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_uniform40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,uniform40,uniform,uniform,unipc,40,40,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_uniform40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_uniform40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_uniform40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_reference_uniform50,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,reference_uniform50,reference,uniform,unipc,50,50,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_reference_uniform50.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_reference_uniform50.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_reference_uniform50.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_bss10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,bss10,bss,bss,unipc,10,10,8,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_bss10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_bss10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_bss10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_bss20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,bss20,bss,bss,unipc,20,20,18,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_bss20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_bss20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_bss20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_bss30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,bss30,bss,bss,unipc,30,30,28,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_bss30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_bss30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_bss30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p005_outdoor_scene_bss40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p005_outdoor_scene,"A small sailboat crosses a calm lake under a cloudy sky, with distant trees reflected in the water.",6152baec0dbfef0e,bss40,bss,bss,unipc,40,40,38,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p005_outdoor_scene_bss40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p005_outdoor_scene_bss40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p005_outdoor_scene_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p005_outdoor_scene_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p005_outdoor_scene_bss40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_uniform8,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,uniform8,uniform,uniform,unipc,8,8,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_uniform8.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_uniform8.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_uniform8.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_uniform10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,uniform10,uniform,uniform,unipc,10,10,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_uniform10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_uniform10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_uniform10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_uniform20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,uniform20,uniform,uniform,unipc,20,20,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_uniform20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_uniform20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_uniform20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
