run_id,model_id,model_variant,task,wan_task,modality,setting,protocol,case_id,prompt,prompt_hash,method,method_family,sampler_mode,sample_solver,actual_nfe,sample_steps,base_sample_steps,sample_shift,split_pairs,sample_guide_scale,base_seed,size,frame_num,reference_method,reference_nfe,low_baseline_method,output_path,schedule_json_path,stdout_log_path,stderr_log_path,runtime_json_path,status,error_message,git_commit,dirty_status
p006_indoor_scene_uniform30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,uniform30,uniform,uniform,unipc,30,30,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_uniform30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_uniform30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_uniform30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_uniform40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,uniform40,uniform,uniform,unipc,40,40,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_uniform40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_uniform40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_uniform40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_reference_uniform50,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,reference_uniform50,reference,uniform,unipc,50,50,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_reference_uniform50.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_reference_uniform50.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_reference_uniform50.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_bss10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,bss10,bss,bss,unipc,10,10,8,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_bss10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_bss10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_bss10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_bss20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,bss20,bss,bss,unipc,20,20,18,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_bss20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_bss20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_bss20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_bss30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,bss30,bss,bss,unipc,30,30,28,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_bss30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_bss30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_bss30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p006_indoor_scene_bss40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p006_indoor_scene,A cozy kitchen scene with steam rising from a kettle while sunlight moves across tiled walls and hanging utensils.,23570ac9ee5c9de5,bss40,bss,bss,unipc,40,40,38,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p006_indoor_scene_bss40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p006_indoor_scene_bss40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p006_indoor_scene_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p006_indoor_scene_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p006_indoor_scene_bss40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_uniform8,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,uniform8,uniform,uniform,unipc,8,8,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_uniform8.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_uniform8.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_uniform8.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_uniform10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,uniform10,uniform,uniform,unipc,10,10,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_uniform10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_uniform10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_uniform10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_uniform20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,uniform20,uniform,uniform,unipc,20,20,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_uniform20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_uniform20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_uniform20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_uniform30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,uniform30,uniform,uniform,unipc,30,30,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_uniform30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_uniform30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_uniform30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_uniform40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,uniform40,uniform,uniform,unipc,40,40,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_uniform40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_uniform40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_uniform40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_reference_uniform50,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,reference_uniform50,reference,uniform,unipc,50,50,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_reference_uniform50.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_reference_uniform50.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_reference_uniform50.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_bss10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,bss10,bss,bss,unipc,10,10,8,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_bss10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_bss10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_bss10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_bss20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,bss20,bss,bss,unipc,20,20,18,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_bss20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_bss20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_bss20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_bss30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,bss30,bss,bss,unipc,30,30,28,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_bss30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_bss30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_bss30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p007_high_frequency_detail_bss40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p007_high_frequency_detail,A close-up of embroidered fabric with tiny metallic threads rippling gently as a hand lifts one corner.,f2e7a79c355a8635,bss40,bss,bss,unipc,40,40,38,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p007_high_frequency_detail_bss40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p007_high_frequency_detail_bss40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p007_high_frequency_detail_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p007_high_frequency_detail_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p007_high_frequency_detail_bss40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_uniform8,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,uniform8,uniform,uniform,unipc,8,8,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_uniform8.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_uniform8.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_uniform8.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_uniform8.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_uniform10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,uniform10,uniform,uniform,unipc,10,10,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_uniform10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_uniform10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_uniform10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_uniform10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_uniform20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,uniform20,uniform,uniform,unipc,20,20,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_uniform20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_uniform20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_uniform20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_uniform20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_uniform30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,uniform30,uniform,uniform,unipc,30,30,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_uniform30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_uniform30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_uniform30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_uniform30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_uniform40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,uniform40,uniform,uniform,unipc,40,40,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_uniform40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_uniform40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_uniform40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_uniform40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_reference_uniform50,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,reference_uniform50,reference,uniform,unipc,50,50,,8,,6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_reference_uniform50.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_reference_uniform50.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_reference_uniform50.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_reference_uniform50.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_bss10,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,bss10,bss,bss,unipc,10,10,8,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_bss10.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_bss10.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_bss10.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_bss10.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_bss20,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,bss20,bss,bss,unipc,20,20,18,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_bss20.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_bss20.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_bss20.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_bss20.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_bss30,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,bss30,bss,bss,unipc,30,30,28,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_bss30.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_bss30.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_bss30.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_bss30.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
p008_temporal_consistency_bss40,Wan2.1,T2V-1.3B,t2v,t2v-1.3B,video,Video Generation,fixed_prompt_suite_official_script,p008_temporal_consistency,A row of identical white candles flickers in sequence while the camera stays locked and wax slowly melts.,77480f94c542eedf,bss40,bss,bss,unipc,40,40,38,8,"0,-1",6,0,832*480,81,reference_uniform50,50,uniform8,bss_experiments/wan21_13b_bss_bds_v1/outputs/videos/p008_temporal_consistency_bss40.mp4,bss_experiments/wan21_13b_bss_bds_v1/schedules/p008_temporal_consistency_bss40.json,bss_experiments/wan21_13b_bss_bds_v1/logs/stdout/p008_temporal_consistency_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/logs/stderr/p008_temporal_consistency_bss40.log,bss_experiments/wan21_13b_bss_bds_v1/runtime/p008_temporal_consistency_bss40.json,pending,,9737cba9c1c3c4d04b33fcad41c111989865d315,dirty
